F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
6213.66,1302,-255.82,3.24,-14418,Rest,2324.59,1205.88,-52.7,Very high,18.8,-22654.72,-60.3,1119.96,-82.11,-11055.66,15,2.56,4642.92,-158.82,15,-508.38,16.62,7324.93,1690.78,166.84,6.5,-371.9,536.19,3.14,-14.24,157.5,-111.15,84.11,-296.1,34.26,869.84
4123.62,846.49,-246.35,0.09,-16690.58,Rest,1281.96,1184,-42.68,Low,19.28,-6658.62,-40.08,1512.34,49.66,-1769.59,12,15.84,3797.91,-119.39,18,-990.75,21.7,3898.44,1252.7,335.22,7.94,-520.02,569.07,7.8,651.24,179.98,-221.16,102.16,-300.6,75.84,39.77
4856.64,719.07,-134.04,0.21,-22384.84,Europe,1992.9,1994.7,-50.24,Very low,18.14,-12731.78,-67.5,2098.46,-16.1,-4476.85,9,1.18,14684.22,-143.64,6,591.87,21.69,10885.55,1871.98,319.18,5.1,-316.98,389.64,3.66,529.88,201.8,-172.47,48.07,-170.52,47.25,105.76
5007.96,990.29,-203.3,1.98,-17980.4,Rest,2406.82,1085.48,-30.42,High,18.37,-19865.68,-70.14,2113.44,-26.08,-6897.74,6,5.04,5015.97,-138.69,0,-651.54,15.81,5135.9,626.4,354.66,1.9,-197.26,618,0.82,1554.38,167.94,-113.76,165.76,-120.09,58.14,874.75
4158.81,1272.94,-178.82,1.53,-17522.94,Europe,1617.83,1039.14,-48.96,Very high,20.93,-31324.42,-60.72,1186.52,-68.67,-10065.19,18,7.76,5755.44,-153.11,9,-747.03,13.54,7201.35,1906.48,264.34,6.54,-411.1,660.42,0.8,1250.1,240.26,-224.4,89.73,-87.45,48.39,-351.14
4044.81,996.82,-238.12,1.92,-22838.62,UK,2158.16,2749.18,-48.78,Low,19.33,-18347.6,-99.06,1151.98,75.28,-4780.41,9,4.22,5537.1,-140.19,0,-2460.57,10.38,6042.23,1151.24,444.5,3.06,-407.3,579.81,3.95,1165.16,84.76,-220.74,109.85,-227.34,37.92,741.6
3589.56,696.57,-222.91,6.72,-14585.04,UK,1713.75,1844.1,-40.54,Low,22.06,-25724.34,-66.27,1355.96,-66.05,-2422.77,6,3.66,7401.39,-183.41,12,-1229.64,14.94,7099.18,627.02,416.92,9.5,-406.82,546.24,-2.04,345.26,268.6,-330.9,98.28,-154.5,52.44,763.39
3123.48,1031.68,-204.39,1.92,-9753.1,Rest,2530.81,2008.56,-43.9,High,18.14,-23532.6,-70.92,806.84,-30.44,-11358.5,15,2.16,-4990.08,-180.75,12,-2137.65,18.12,5772.21,2000.4,454.64,6.52,-303,616.08,4.69,358.36,135.94,-166.44,127.44,-121.62,56.82,641
4920.06,974.46,-216.92,1117.95,-6797.32,UK,2432.05,1147.58,-46.3,Medium,26.65,-32106.6,-42.33,1320.74,-16.97,-5549.76,9,9.74,4640.73,-132.73,9,344.22,19.92,2741.01,1533.54,540.96,-0.76,-480.26,584.13,1.85,1387.78,296.56,-233.55,131.21,-149.85,55.2,571.62
4985.25,946.83,-247.07,2.61,-11743.74,Europe,2104.12,2368.12,-46.7,Medium,19.44,-17437.82,-35.61,2220.42,35.31,-7407.8,21,17.92,836.49,-111.01,21,-1599.18,18.04,9547.49,-217.6,592.98,2.08,-344.62,488.04,2.96,959.34,404.66,-197.79,90.34,-223.02,47.13,-1307.75
5257.62,942.97,-237.67,0.45,-20822.72,USA,1919.91,1734.12,-47.32,Low,18.94,-14284.02,-69.99,1610.9,-65.88,-6686.03,15,1.26,13398.45,-149.83,12,-343.77,21.61,1456.32,953,439.4,7.12,-352.12,332.91,-0.92,57.78,339.04,-128.52,108.71,-134.4,62.7,1800.99
8720.1,834.68,-264.73,1.5,-24979.36,UK,2072.59,2195.96,-49.82,Very high,17.61,-19743.54,-76.35,982.04,-122.09,-6627.81,6,5.4,8880.03,-136.83,15,-746.7,14.73,7001.51,1876.08,325.34,39.48,-391.4,571.29,-2.17,2245.38,173.46,-199.53,119.19,-118.56,57.33,794.82
4079.25,633.34,-224.43,10.47,-3646.24,USA,2159.4,2151.72,-53,High,18.3,-20916.1,-63.3,1306.96,-72.65,-3988.17,9,6.8,12626.31,-172.85,15,-1122.9,20.42,8203.14,1916.52,257.12,-10.82,-367.7,570.75,7.21,210.48,211,-150.63,130.84,-169.32,58.71,3407.15
5302.68,650.58,-134.32,9.33,-26077.22,Europe,1293.05,1585.68,-46.64,Very low,19.06,-17898.7,-40.44,1705.36,-204.6,-1313.19,21,4.16,8294.49,-148.46,21,-29.43,12.49,2671.1,2040.52,425.28,-26.3,-450.56,418.92,5.52,398.6,308.46,-27.63,82.29,-268.71,50.7,-392.46
3255.69,1130.73,-233.48,5.82,-20189.56,USA,2276.9,2521.14,-53.82,Very high,18.85,-13087.78,-49.83,2031.54,-59.86,-5060.63,12,4.5,8814.12,-151.48,18,-278.4,21.73,-117.15,807.78,562.2,15.08,-424.26,411.36,1.3,1313.32,342.38,-46.98,63.9,-82.98,47.01,3024.4
4077.72,741.19,-215.83,528.21,-14469.06,USA,2054.14,1421.16,-50.34,Very low,21.41,-13860.04,-59.7,1952.34,-56.96,-6893.18,12,8.38,7425.45,-147.72,6,-960.51,17.45,6944.71,755.64,442.76,9.62,-247.98,605.73,2.5,711.38,267.3,-101.73,101.59,-210.84,86.31,1349.35
5605.92,176.73,-208.66,0.63,-18813.28,Europe,2083.97,1460.12,-60.26,High,27.57,-18159.88,-53.13,698.54,-86.37,-5937.18,15,8.08,-1267.86,-152.43,15,-464.58,16.12,8116.53,988.86,207.26,12.46,-210.02,568.41,1.17,895.44,136.46,-209.43,70.58,-192.18,59.67,-1476.17
4512.33,1016.32,-226.02,0,-15604.02,UK,1932.55,955.98,-37.64,Low,19.08,-18954.44,-56.7,2044.46,-32.86,-3890.72,9,13.26,-12030.06,-69.69,18,1031.13,21.13,4273.89,1098.42,362.94,4.7,-422.88,936.63,6.23,1208.58,237.76,6.27,85.08,-356.43,48.27,-426.96
3136.74,1071.75,-241.51,0.3,-14910.48,USA,1721.78,553.32,-47.66,Low,19.73,-25640.2,-48.69,834.04,37.54,-4479.83,12,4.34,4002.69,-154.54,9,-659.01,9.07,2760.14,1334.62,372.78,20.68,-478.52,507.72,-4.71,1538.54,287.36,-17.61,68.8,-270.66,58.59,6.74
2011.56,707.26,-239.43,0.12,-3096.64,Rest,2033.25,1185.24,-36.08,High,18.49,-22531.4,-56.79,1754.92,-201.07,-10945.62,15,6.7,1589.37,-174.67,9,-1476.54,15.19,5631.09,1617.28,580.28,23.44,-378.88,624.69,1.7,974.72,43.32,-212.19,100.29,-5.07,75.3,212.37
6934.2,984.13,-265.23,3.42,-17180.68,Rest,2054.04,1992.34,-46.38,Medium,20.43,-19851.38,-63.12,2765.54,-52.42,-3415.37,6,5.16,-2773.44,-188.38,15,-143.88,17.1,6310.61,721.44,507.36,17.6,-412.82,554.1,4.74,597.48,363.02,-146.76,50.78,-312.99,52.08,543.41
3995.34,1049.16,-180.84,0.03,-14902.64,Rest,1511.44,1525.22,-46.26,Very high,24,-19546.74,-58.17,413.52,25.85,-6068.81,12,10.26,3956.97,-131.01,12,-294.09,18.33,7121.24,1088.08,385.72,-1.62,-894.34,560.01,1.36,909.62,235.3,11.64,30.63,-97.71,48.09,-102.46
4904.13,956.69,-246.85,0.3,-1134.64,USA,1885.42,1750.3,-40.88,Very low,22.79,-20579.42,-55.59,2249.5,-79.7,-5412.36,9,2.44,3764.1,-153.66,15,-665.28,15.67,5922.84,1944.32,389.8,7.26,-282.72,924.78,8.01,1475.42,239.24,-74.79,60.39,-180.84,54.75,-154.37
1756.32,941.91,-203.92,0.6,-15803.9,USA,1828.51,1174.4,-43.42,High,21.78,-14244.82,-54.42,2524.52,-61.19,-6460.44,15,6.82,12907.83,-165.92,15,92.73,17.25,4487.43,2064.94,351.06,9.94,-198.82,589.98,5.6,2690.46,263.82,-38.31,86.42,-303.54,55.59,-154.7
3440.64,706.52,-227.29,4.11,-16780.24,Rest,1876.39,2478.34,-53.78,Low,20.54,-18146.36,-64.14,1476.46,-43.94,-8905.49,9,4.76,4658.58,-133.84,24,-382.74,19.34,8013.21,1379.66,415.62,9.82,-429.68,552.99,-3.71,382.28,302.18,-174.33,78.38,-132.27,31.59,153.15
3435.78,693.97,-271.19,0.63,-22080.22,USA,2443.28,2586.62,-44.38,Very high,17.02,-14086.96,-85.53,1839.88,-23.18,-7892.38,18,3.8,5976.87,-140.7,6,141.93,18.79,4280.59,1361.72,367.64,11.98,-456.38,475.44,6.39,661.64,201.62,40.29,70.44,-320.31,43.2,3223.24
4403.61,687.61,-167.37,283.5,-17369.04,UK,1724.71,1781.7,-46.4,Medium,18.17,-25934.34,-53.1,628.12,-14.29,-4211.64,9,0.42,-5641.77,-185.49,12,1111.59,10.43,3245.23,1392.84,414.12,6.62,-222.82,514.68,-4.41,20.46,145.94,-242.43,87.08,-278.04,63.09,2833.69
3709.59,1010.94,-272.52,4.74,-19798.4,Europe,1857,333.1,-47.5,Medium,20.65,-18535.46,-52.92,173.1,-56.14,-8492.14,6,7.56,-8256.63,-176.46,18,-992.4,15.42,4035,1591.5,373.1,14.06,-379.96,436.38,5.48,-442.16,170.52,9.03,90.92,-233.49,64.92,2571.62
3727.47,1337.05,-264.26,11.34,-17862.96,Rest,1961.26,1297.84,-46.16,Low,22.53,-21388.34,-62.82,2252.18,-69.32,-2375.76,12,6.52,13618.8,-83.17,6,-1103.43,18.08,7725.47,1389.46,318.8,4.98,-522.54,566.49,0,714.84,191.18,-58.23,47.35,-25.38,60.87,131.54
4313.49,1403.8,-235.39,3.15,-23010.02,UK,1902.4,2609.82,-49.38,Very high,22.22,-21086.74,-52.89,1133.96,-164.32,-5914.1,9,9.78,11285.34,-115.26,21,-1523.94,14.42,1189.62,2043.34,493.5,-6.64,-305.78,620.19,0.8,845.42,258.26,-134.79,50.36,-381.45,52.95,936.09
6517.77,620.6,-234.51,7.65,-10452.1,UK,1825.37,2042.26,-49.94,Very low,26.71,-9159,-60.66,516.02,-29.71,-12225.7,3,7.88,5239.71,-149.89,3,-1106.46,14.94,2358.78,2032.34,359.72,13.24,-462.66,271.5,9.57,-201.58,209.2,12.72,76.75,-284.76,58.86,899.87
4160.43,1139.54,-248.31,0,-13638.08,USA,2087.94,1662.9,-44.3,Very low,19.13,-13723.84,-51.54,1507.28,-84.05,-5702.34,12,11.78,6193.32,-125.84,15,-297.39,21.18,5276.52,2316.82,418.7,-4,-373.26,685.29,-3.94,684.12,265.22,-94.71,38.71,-273.15,67.32,-136.78
4357.59,401.89,-276.05,0.06,-8222.06,Europe,993.24,2472.26,-49.94,Low,19,-26017.6,-60.78,1461.34,5,-5461.33,15,0.62,16581.24,-172.31,18,-459.75,13.37,7741.83,2626.04,362.66,10.02,-377.16,728.73,5.23,964.88,169.48,-102.09,109.54,-323.01,45.12,-1242.42
4182.06,417.41,-216.99,2.1,-17786.32,USA,2431.55,1949.64,-46.12,High,21.31,-15226.76,-61.71,484.94,-58.8,-5380.75,12,5,3495.75,-222.48,9,-697.68,20.41,7621.81,2172.3,257,-0.3,-516.54,565.86,5.07,772.06,285.58,-77.31,68.84,-116.85,44.82,761.43
4276.65,673.37,-239.05,2.07,-14618.64,Europe,1532.58,2700.14,-51.62,Very low,18.38,-27084.36,-58.5,1147.58,25.46,-7662.68,9,2.34,-11117.76,-126.6,12,-1116.75,17.47,1560.39,2204.18,366.14,14.68,-432.72,521.73,1.53,1464.26,169.38,-109.44,144.47,-120.48,53.79,349.3
6647.22,1053.5,-205.07,0,-14607.36,UK,2763.78,1881.6,-38.9,Low,20.08,-19406.48,-60.51,2000.14,-69.79,-10999.9,6,2.94,14510.07,-111.96,24,-141.45,22.37,2151.51,1566.64,337.48,7.5,-441.98,684.81,7.47,1994.48,180.94,-324.78,97.1,-193.32,45.75,-885.87
3421.53,1159.43,-230.49,1.59,-21640.54,Rest,1823.79,1281.4,-51.82,Low,21.83,-8220.66,-66.63,1098.62,-68.17,-3523.65,15,6.56,24510.81,-195.36,21,-92.04,10.61,4341.43,1195.68,322.6,6.52,-255.72,755.55,3.25,-496.12,146.18,-85.5,84.48,-229.56,52.62,228.28
3710.31,749.09,-226.81,35.4,-17997.92,Europe,2030.45,1533.22,-30.64,Low,21.14,-22341.04,-61.74,1739.02,-65.58,-106.42,18,4.22,7909.53,-134.22,9,-906.93,18.57,4210.59,1624.78,390.72,22.92,-520.98,770.73,3.14,456.34,219.94,45.66,90.9,-176.07,30.51,617.21
4342.11,1242.56,-221.34,3.93,-19058.88,USA,1954.58,1691.96,-42.26,High,22.79,-26413.6,-51,835.08,-54.75,-5408.38,9,13.1,2781.36,-125.08,15,-521.64,15.06,1260.31,1166.14,538.92,4.1,-398.72,640.53,-1.14,500.72,268.1,-94.29,92.46,-121.77,50.97,2032.01
3681.93,1187.83,-194.89,8.22,-15244.08,Europe,1988.45,2762.04,-48.88,Very high,27.9,-12482.06,-57.06,1825.56,-32.79,-11897.65,18,2.8,-11881.29,-136.53,21,1749.39,22.29,7420.85,2048.72,356.58,6.5,-401.98,566.1,-3,273.92,203.84,-150.78,63.69,-189.06,49.74,-1141.74
6085.47,1034.14,-275.88,0,-24485.14,Rest,818.68,2261.86,-51.24,Low,21.63,-21161.92,-53.25,1986.22,-94.14,-7388.17,9,9.34,12358.23,-113.59,12,-419.58,13.44,9455.86,621.64,380.14,15.74,-85.22,678.3,0.96,748.42,174.7,-319.89,66.29,-208.41,54.48,-239.21
5770.74,1405.74,-151.06,196.17,-17552.96,UK,2677.65,1323.42,-42.44,Medium,20.76,-19650.98,-47.46,2041.94,-24.59,-3251.03,12,11.9,7738.68,-125.13,21,-343.59,18.5,7596.59,1657.6,516.52,12.36,-428.16,578.07,-0.26,207.86,286.8,-198.21,132.82,-140.04,78.12,1112.12
5258.97,1220.68,-173.56,39.63,-16084.12,Europe,2380.08,1724.34,-50.5,High,19.33,-25718.02,-56.01,1228.16,-75.93,-8460.68,9,10.72,-1707,-130.02,12,-771.78,19.92,3461.04,2351.62,360.6,9.94,-617.58,619.83,-2.55,777.22,299.48,-180.96,72.17,-137.46,28.59,2623.65
3269.55,571.22,-189.54,0.42,-28946.12,USA,1252.74,3004.76,-42.1,Medium,17.75,-12521.18,-60.33,347.22,-61.08,-7931.77,3,4.4,6318.66,-150.06,15,-180.21,15.37,5882.98,813.16,293.54,4.12,-653.58,465.03,2.12,268.2,200.28,-161.76,65.86,-322.26,36.81,3391.94
4763.94,403.19,-219.88,21.57,-12516.66,Europe,2516.88,3239.76,-47.92,Very high,20.09,-16044.8,-71.61,1784.22,-66.36,-5753.41,9,6.14,8025.93,-143.32,21,-602.4,13.23,3904.33,1918.24,344.86,6.8,-290.42,568.98,-0.52,899.22,243.96,-67.29,48.83,-102.57,57.21,2246.86
4008.96,1200.54,-237.4,24.72,-13744.18,USA,2063.56,1415.24,-51.64,Low,19.34,-14784.26,-64.29,2433.02,-40.74,-8378.91,6,1.68,7400.1,-145.66,18,-869.85,21.19,5687.85,2506.14,341.38,1.42,-392.16,644.4,0.1,315.18,193.42,-98.79,65.05,-257.97,55.47,2951.56
4191.93,940.32,-256.14,4.59,-15870.8,USA,1487.78,2562.4,-40.38,High,19.36,-22031.94,-68.67,1382.18,-49.69,-10595.95,18,5.84,-6593.46,-108.31,12,-391.41,14.98,6444.26,877.32,345.98,17.2,-304.96,614.28,2.43,-131.26,291.46,-190.5,109.43,-253.32,46.8,2620.04
4847.28,483.63,-216.62,48.54,-14062.02,Europe,1560.34,1899.16,-31.78,Medium,19.6,-28316.68,-93.45,708.58,-36.72,-4145.46,12,14.56,-3990.18,-172.97,15,386.97,20.74,10044.41,1590.4,349.44,8.8,-278.74,577.62,1.39,173.76,221.2,-128.43,64.89,-142.05,12.99,1786.02
4230.69,721.79,-197.51,1.74,-14717.44,Europe,1271.94,1507.36,-48.32,High,23.94,-28349.32,-59.76,1341.64,-74.41,-5319.49,18,5.44,3238.41,-131.95,12,-979.65,21.71,9834.96,1380.28,482.58,-4.42,-558.1,626.22,4.18,368.64,354.44,-145.95,89.34,-151.44,47.46,-1057.69
3123.33,854.83,-210.49,4.14,-24910.04,Rest,1743.92,1733.38,-35.82,Very low,17.95,-24856.1,-53.88,1281.02,27.27,-6253.68,9,9.56,8858.61,-129.09,9,91.71,19.39,5283.11,1705.24,375.02,8.88,-380.36,545.31,2.68,1223.68,244.34,-220.02,124.96,-315.3,52.44,340.18
4180.5,998.12,-257.32,1.47,-11598.12,Europe,1968.68,1889.36,-47.38,Medium,20.54,-27137.88,-60.99,1442.94,-97.78,-6375.53,24,4.86,1746.6,-123.09,9,1099.41,20.6,7180.96,858.12,383.14,22.82,-324.02,741.6,4.83,862.52,118.86,-107.34,137.3,-109.23,45.93,-994
4461.15,947.34,-185.94,156.69,-18197.66,UK,2348.04,2436.68,-39.92,Medium,18.83,-18480.3,-57.18,347.56,-57.14,-7525.87,15,14.24,4330.95,-134.14,21,-277.98,11.84,3132.1,2063.62,267.04,6.26,-393.4,536.28,3.18,107.7,225.1,-180.99,23.91,-311.07,61.26,1641.78
4716.03,569.7,-176.41,0.03,-20090.6,UK,1990.65,2356.58,-43.34,High,18.42,-22327.42,-67.65,1251.44,-60,-5937.91,6,13.52,4220.37,-172.92,6,80.79,19.11,-849.72,2610.74,368.76,13.58,-513.78,531.27,9.19,-463.16,310.52,-70.89,34.08,-347.07,56.1,2558.07
4057.47,1049.81,-241.9,23.91,-12690.08,Rest,2081.19,1699.94,-47.42,Low,21.16,-19332.32,-50.85,1813.32,-63.38,-6067,21,2.02,6504.54,-163.44,3,-1311.3,19.77,10785.25,2485.2,384.4,11.46,-490.84,668.73,-0.24,964.86,211.34,-241.23,68.18,-379.38,45.18,-47.8
4081.2,787.15,-188.59,0.18,-21236.64,UK,1823.92,1924.72,-38.22,High,18.86,-18688.44,-58.68,1378.28,-51.3,-10168.9,18,4.98,9573.27,-132.57,15,-152.13,6.64,6202.61,1983.26,439.64,2.56,-443.22,602.94,2.49,580.46,203.44,-91.89,106.07,-227.01,45.81,346.37
2567.13,896.05,-220.03,1.11,-15003.54,Europe,2005.15,990.98,-58.9,Low,21.18,-26938.22,-60.57,2473.9,23.73,-13065.16,9,0.82,-5878.26,-188.64,9,454.23,27.76,3713.01,2290.64,199.08,12.8,-482.98,472.44,6.88,1873.74,297.84,-0,93.32,-182.04,51.69,-739
4618.74,532.52,-342.39,1.71,-13385.56,Rest,1796.09,2129.1,-42.9,High,18.3,-23914.2,-49.17,1208.42,-50.48,-7647.87,3,3.64,3292.65,-131.15,12,-1175.4,18.79,5830.27,1420.64,363.04,19.76,-302.42,714.57,1.67,271.1,281.34,34.86,119.91,-310.8,45.57,1296.89
5812.56,1482.98,-145.91,0.06,-8392.96,Rest,2099.52,1965.24,-46.94,Very high,25.93,-23229.34,-59.07,1247.22,-65.08,-10666.7,12,4.98,4526.43,-77.4,9,-1001.91,19.28,4431.58,2734.48,394.12,8.34,-287.38,559.05,-5.26,1071.8,212.28,-134.85,92.97,-287.22,35.7,-109.15
4240.17,879.12,-238.89,0.54,-20269.18,USA,2141.52,1648.06,-52.54,Low,20.64,-29144.48,-83.52,1581.82,-97.86,-6240.51,12,3.52,-873.57,-125.1,18,1329.75,20.18,4682.02,2349.4,249.02,4.04,-393.78,562.38,-0.86,404.1,172.54,-226.17,93.3,-131.49,16.98,290.36
4086.39,569.38,-247.39,8.64,-15395.4,USA,1924.55,604.96,-44.78,Very low,28.91,-25584.68,-75.63,914.22,-75.61,-7493.32,9,0.84,4033.35,-159,6,217.17,23.25,936.35,1978.08,372.88,0.12,-397.08,522.57,0.66,1330.3,195.24,-246.69,83.84,-152.31,33,-144.94
3640.41,631.95,-301.34,0.36,-17486.18,UK,2136.93,2367.42,-55.34,High,17.61,-19658.66,-41.13,660.4,-70.07,-7181.59,3,15.4,12480,-186.64,3,-358.86,20.87,6411.69,580.52,449.56,1.62,-322.72,540.81,-0.48,715.22,202.98,-98.52,113.98,-370.83,28.08,1969.16
601.98,856.95,-230.56,0.09,-17598.4,USA,1958.77,1967.5,-39.38,Low,23.14,-21959.18,-54.48,1886.4,15.56,-6468.46,12,7.52,14348.88,-122.63,9,-1022.25,21.45,11022.54,333.16,418.8,11.34,-353.64,649.08,1.25,1875.7,281.18,-63.48,145.12,-213.09,53.64,-161.31
4028.58,974.25,-232.97,14.79,-9155.64,Rest,1735.87,2278.34,-50.2,Very low,20.43,-18240.82,-53.64,610.54,-54,-2741.59,15,5.88,-2061.81,-79.94,15,265.89,22.23,6923.95,585.14,366.56,-5.18,-274.12,603.57,2.43,556.14,276.54,-91.56,81.92,-246.9,56.46,101.22
3965.61,1164.67,-224.08,19.2,-13517.08,Rest,2068.34,1821.66,-40.1,Very low,20.5,-28133.82,-35.82,2059,-76.56,-6002.22,12,5.58,-0.39,-152.37,9,-246.9,15.68,6125.36,1488.22,769,34,-380.1,608.4,4.65,888.02,261.62,55.02,85.24,-104.16,67.2,204.85
4730.1,870.32,-245.86,0.57,-13483.86,Rest,1529.42,2096.78,-29.34,High,18.08,-22017.7,-59.67,1364.94,-44.92,-2403.52,6,10.66,2483.22,-146.57,3,558.06,19.03,5753.51,1402.98,378.22,10.44,-420.36,595.74,-0.15,785,168.88,-145.8,51.62,-214.59,31.86,1065.72
5514.87,744.32,-229.21,2.52,-11601.52,Europe,1948.79,2490.82,-47.36,Very low,21.94,-23505.88,-66.51,1768.36,-42.89,-14335.64,9,9.3,-3324.6,-150.77,18,-1229.85,15.84,1133.58,1404.16,230.32,8.72,-555.7,138.63,0.1,719.32,122.74,-103.8,97.22,-250.2,28.65,-403.22
4225.92,1073.39,-272.66,98.97,-19307.26,Rest,179.3,1455.92,-47.78,Medium,23.33,-27617.4,-62.73,2296.06,-58.98,-3769.21,6,8.24,-3260.34,-147.06,6,-98.88,15.19,12483.39,977.18,552.16,14.42,-347.42,683.31,2.8,720.56,190.48,-191.58,57.76,-315.12,68.43,377.06
4549.47,916.46,-250.53,1.56,-15806.84,Europe,2116.05,2641.66,-42.6,High,20.2,-19687.52,-59.61,1378.5,-22.01,-2380.58,21,3.4,-3280.32,-188.47,21,965.25,16.08,1666.76,1007.96,469.08,7.88,-327.4,534.93,1.98,603.64,147.24,-134.52,65.21,-237.99,49.77,187.64
4107.33,705.19,-208.19,2.34,-4770.06,UK,1843.15,1046.68,-47.68,Very low,18.4,-26025.3,-32.28,1653.6,-31.13,-7309.49,24,12.16,2373.9,-99.16,9,-370.68,19.86,4872.5,1528.92,389.84,21.96,-404.98,487.74,7.85,1069.78,178.72,-231.03,97.22,-249.9,32.64,-434.61
4396.32,898.98,-236.83,22.74,-24051.98,Europe,2208.26,1586.96,-38.4,Very high,18.09,-20999.38,-50.94,890.66,-92.63,-6068.6,9,2.8,-1242.3,-129.14,12,-1476.42,15.28,6165.07,1468.2,302.76,12.64,-356.3,653.55,1.29,1023.98,283.76,-118.8,87.1,-208.29,32.22,2646.19
4123.29,1024.24,-238.72,47.16,-14285.06,Rest,1870.6,406.36,-46.08,Very high,25.42,-11170.8,-72.66,2168.84,-18.06,-10466.96,12,3.94,-10575.27,-147.46,9,777.54,20.7,7818.92,452.08,383.1,8.82,-380.98,503.58,1.6,778.4,317.04,-167.37,108.16,-315.15,51.3,326.99
5806.02,933.3,-188.71,0.33,-10198.18,USA,1331.05,2871.2,-43.5,Very high,19.9,-23144.6,-59.13,1438.84,-60.6,-1887.27,9,15.28,1543.56,-127.98,9,-1047.6,18.32,7050.49,1829.94,297.7,16.86,-293.6,640.59,5.6,2154.58,149.42,-76.05,64.36,-254.13,53.43,74.29
3358.14,386.5,-237.47,1.17,-15416.82,USA,104.54,897.24,-43.1,High,18.36,-19799.44,-65.1,1243.8,-0.14,-6572.31,6,3.34,-3241.8,-160.61,15,-309.75,21.12,2687.59,1643.3,395.92,-1.76,-178.7,425.58,1.7,1066.04,226.72,-105.3,123.13,-185.52,50.76,3125.19
5107.35,923.99,-236.27,30.87,-11001.9,Europe,2043.79,2236.46,-50.52,Low,22.01,-20452.8,-67.41,2249.3,-94.57,-10539.49,12,10.64,389.61,-150.45,15,186.42,10.53,2184.3,1272.54,292.76,9.04,-296.3,637.95,5.9,769.5,290.88,-110.94,80.43,-212.55,59.01,632.93
3750.33,1121.92,-201.05,319.65,-16299.5,Rest,1513.75,2579.24,-53.16,Very high,27.65,-14940.62,-51.12,839.26,-83.19,-1336.64,3,7.82,18272.16,-151.58,21,33.87,19.37,2110.54,968,365.6,12.96,-256.26,601.2,1.2,167.16,221.54,-122.88,105.81,-187.05,65.91,858.55
2941.98,964.33,-231.76,16.14,-18100.64,USA,2129.44,2509.84,-51.18,Low,19.84,-29169.78,-66.96,1369.98,-68.1,-8241.92,12,12.14,3843.75,-140.25,12,-300.12,13.62,6523.84,889.2,365.54,13.78,-299.22,573.72,-0.16,816.34,162.86,-1.41,87.63,-127.68,67.92,792.01
4785.69,1470.03,-227.67,425.04,-17478.58,UK,1931.8,793.06,-45.72,High,19.65,-15956.14,-59.1,709.88,-77.33,-8014.44,21,3.08,-1209.48,-136.53,9,-556.92,18.72,5223.32,1926.58,408.54,1.38,-256.14,467.01,5.3,1220.36,313.52,-163.59,98.79,-115.23,62.13,1050.35
2584.56,1510.4,-240.12,0.3,-8093.08,USA,1886.95,1060.86,-40.36,Very low,27.69,-26519.68,-72.21,2334.96,-99.92,-6146.76,12,1.48,10764.06,-124.79,9,-19.02,18.42,6398.74,2147.82,292.42,3.5,-299.82,724.08,4.69,16.64,157.72,-273.27,120.98,-330.09,45,-152.56
3615.06,281.39,-196.28,6.75,-15031.46,Rest,2271.18,2365.12,-35.78,Very high,29.17,-15809.4,-67.74,1090.24,-1.26,-5387.63,9,8.14,4923.48,-220.88,18,11.94,12.58,3786.97,221.94,448.46,9.88,-380.62,604.47,9.39,328.92,236.6,-91.08,76.86,-305.52,67.62,81.47
5056.14,1418.18,-493.16,4.23,-14070.28,USA,2014.88,2072.78,-46.52,Very high,25.01,-17080.42,-53.82,1635.26,-50.73,-3220.75,15,2.92,2343.18,-114.23,3,-297.63,20.8,-643.8,1179.36,461.96,1.64,-451.58,586.59,-1.14,-157.92,150.64,-238.5,53.64,-174.51,71.31,3258.23
3852.27,606.44,-205.75,13.08,-13356.9,USA,1395.33,2765.86,-43.96,Low,20.4,-23776.66,-55.83,1554.86,-57.1,-5554.64,15,3.32,2631.45,-72.56,15,152.04,16.64,7429.62,621.96,396.28,18.74,-391.86,692.85,2.44,323.86,262.98,-39.66,126.89,-97.74,35.7,578.76
2742.57,816.31,-211.13,0.09,-18017.76,Europe,2902.65,1565.56,-56.08,Very low,24.39,-18920.74,-59.07,668.66,-14.85,-9841.65,6,3.38,-3485.94,-106.54,12,664.38,19.15,1017.15,1195.36,366.26,-17.54,-414.98,505.92,4.99,1645.42,264.36,-246.42,81.73,-267.09,49.8,-1362.15
6351.42,546.4,-271.77,69.36,-14894.16,Rest,505.68,3048.48,-54.46,High,18.64,-18185.74,-59.07,1474.28,0.53,-5287.37,15,3.1,4804.47,-154.35,15,-629.85,18.91,4452.61,1449.36,334.86,4.62,-460.28,489.6,1.07,1053.82,214.66,-126.15,44.74,-274.62,56.01,705.28
7102.71,778.96,-235.48,11.91,-20053.4,UK,1209.79,1540.58,-48.36,High,22.6,-23228.42,-73.56,1363.54,-56.24,-10272.31,6,10.12,-15787.08,-198.32,3,-1111.17,20.25,1349.97,1236.12,260.12,29.48,-339.84,686.58,6.75,441.24,312.32,-154.47,3.54,-194.7,61.83,1940.47
